16-core-10k.out:DATA, 16,885.003000
1-core-10k.out:DATA, 1,49.160000
2-core-10k.out:DATA, 2,39.413000
4-core-10k.out:DATA, 4,16.990000
8-core-10k.out:DATA, 8,13.469000
