16-core-1mil.out:DATA, 16,5561.902000ms
1-core-1mil.out:DATA, 1,10230.377000ms
2-core-1mil.out:DATA, 2,7287.501000ms
4-core-1mil.out:DATA, 4,6239.766000ms
8-core-1mil.out:DATA, 8,5576.671000ms
