16-core-1mil.out:DATA, 16,925.218000
1-core-1mil.out:DATA, 1,4844.594000
2-core-1mil.out:DATA, 2,92540.207000
4-core-1mil.out:DATA, 4,1675.658000
8-core-1mil.out:DATA, 8,1008.740000
