16-core-10k.out:DATA, 16,62.382000
1-core-10k.out:DATA, 1,1511.146000
2-core-10k.out:DATA, 2,73.974000
4-core-10k.out:DATA, 4,125.798000
8-core-10k.out:DATA, 8,57.388000
