16-core-100k.out:DATA, 16,572.831000ms
1-core-100k.out:DATA, 1,972.485000ms
2-core-100k.out:DATA, 2,761.713000ms
4-core-100k.out:DATA, 4,629.514000ms
8-core-100k.out:DATA, 8,599.251000ms
